date,base_fee_gwei,eth_price_usd,standard_tx_cost_usd,complex_tx_cost_usd,daily_total_cost_usd
2021-10-25,79.238952687,4217.876953,7.018623198685449,50.13302284775321,33143912.29848378
2021-10-26,104.782000179,4131.102051,9.090167852794334,64.9297703771024,42889136.945530914
2021-10-27,137.204355116,3930.257324,11.324216853166474,80.88726323690338,52837694.82910624
2021-10-28,170.707567988,4287.318848,15.36943324835507,109.78166605967907,72431476.62729798
2021-10-29,157.633909009,4414.746582,14.614188981100417,104.38706415071726,68441371.16970783
2021-10-30,144.103064738,4325.650391,13.09012904489279,93.5009217492342,61088646.74813633
2021-10-31,134.585854978,4288.074219,12.119396834437927,86.5671202459852,56298196.39541175
2021-11-01,139.247730426,4324.626953,12.646084251031514,90.32917322165366,59730621.78953977
2021-11-02,157.851417813,4584.798828,15.198056903130794,108.5575493080771,70476941.06095243
2021-11-03,146.871938932,4607.193848,14.210017363318183,101.5001240237013,66730029.13830599
2021-11-04,130.623270957,4537.324219,12.446282748442103,88.90201963172932,57446361.009336434
2021-11-05,119.008504117,4486.243164,11.2119228491079,80.08516320791358,53084058.398940675
2021-11-06,95.586724415,4521.581055,9.076265566711768,64.83046833365549,42272446.51477381
2021-11-07,87.065247652,4620.554688,8.448084502206923,60.343460730049436,40084031.72022489
2021-11-08,110.946858635,4812.087402,11.211605595308127,80.08289710934378,52344630.057484135
2021-11-09,155.067401039,4735.068848,15.419351220001925,110.13822300001375,72143109.95489651
2021-11-10,147.274635381,4636.174316,14.338608520984799,102.41863229274855,67240861.22546463
2021-11-11,142.239604191,4730.384277,14.129807731868004,100.92719808477146,66162183.77706605
2021-11-12,136.035841571,4667.115234,13.332793919886516,95.23424228490369,62850635.422081
2021-11-13,117.692019561,4651.460449,11.496235257169443,82.11596612263888,53341713.75163746
2021-11-14,103.937288923,4626.358887,10.097875206291762,72.12768004494116,47087573.62296744
2021-11-15,132.223979663,4557.503906,12.654837379400728,90.39169556714806,58707885.501090266
2021-11-16,128.4045971,4216.365234,11.36941426106256,81.21010186473258,52167470.20973594
2021-11-17,118.960054894,4287.59375,10.711100145126599,76.5078581794757,50228784.92792919
2021-11-18,127.384886927,4000.650879,10.70207165697218,76.44336897837272,50074506.63378385
2021-11-19,111.341654478,4298.306641,10.050192030117012,71.78708592940723,45974834.981922895
2021-11-20,95.91874912,4409.931152,8.882896675908372,63.44926197077409,41059153.45875075
2021-11-21,91.625626576,4269.73291,8.215556017009273,58.68254297863767,37963465.77721971
2021-11-22,127.361779094,4088.457764,10.934978346048062,78.10698818605759,51121288.97953235
2021-11-23,117.224732253,4340.763672,10.685742043698731,76.32672888356237,49690956.71367223
2021-11-24,114.647345125,4239.981445,10.208154937018735,72.91539240727668,47242853.872592084
2021-11-25,111.539710736,4274.743164,10.012875935648323,71.52054239748801,46329748.296961814
2021-11-26,99.830205764,4030.908936,8.450535838433352,60.36097027452394,38569711.78648822
2021-11-27,94.377213567,4096.912109,8.119758130602749,57.99827236144821,38096218.264783256
2021-11-28,93.280102904,4294.453613,8.412328573678986,60.08806124056419,38675266.11962744
2021-11-29,111.161041938,4445.10498,10.376572523112447,74.1183751650889,47292624.64983959
2021-11-30,116.500703992,4631.479004,11.330981854293507,80.93558467352504,52116310.09667012
2021-12-01,125.211959648,4586.990234,12.06126675779294,86.15190541280671,55236931.05865301
2021-12-02,97.158700651,4511.302246,9.204557553771258,65.7468396697947,42230073.72955431
2021-12-03,96.35172103,4220.706055,8.540118139580828,61.00084385414877,39447054.8178302
2021-12-04,104.219758397,4119.587402,9.016190478367063,64.40136055976474,40865583.224700995
2021-12-05,87.692252648,4198.322754,7.731367972473918,55.22405694624227,35378124.35888117
2021-12-06,94.139736638,4358.737305,8.616938021305444,61.54955729503888,39687012.04799899
2021-12-07,83.689002333,4315.061523,7.583587071173096,54.16847907980784,34892628.70160532
2021-12-08,72.31146521,4439.35791,6.741345976337769,48.15247125955549,30839793.161693018
2021-12-09,74.266518455,4119.815918,6.425252083012346,45.89465773580247,29644287.87895099
2021-12-10,66.594941193,3908.496094,5.466007418193004,39.04291012995003,25822119.523066122
2021-12-11,58.857643906,4084.452393,5.048426134462275,36.06018667473053,24109810.38506253
2021-12-12,50.80732209,4134.453125,4.411270323345522,31.509073738182305,21170546.04945439
2021-12-13,72.014783107,3784.226807,5.7229257274098035,40.87804091007002,27318198.863450132
2021-12-14,69.472396216,3745.44043,5.464299152684093,39.030708233457815,25672135.562512144
2021-12-15,75.269673066,4018.388672,6.351718833464717,45.36942023903369,30247062.207478058
2021-12-16,71.039244296,3962.469727,5.911307953989006,42.22362824277862,27833261.143794257
2021-12-17,70.409027204,3879.486572,5.736168387295514,40.972631337825106,27287645.08052507
2021-12-18,52.958975975,3960.860107,4.405025000185927,31.464464287042343,21081086.70133412
2021-12-19,45.460884451,3922.592529,3.744815039893722,26.74867885638373,17802660.336796965
2021-12-20,53.88469155,3933.844482,4.451453926883031,31.79609947773593,21413489.329099372
2021-12-21,59.504209518,4020.26001,5.023670272989412,35.88335909278152,23822373.298117302
2021-12-22,65.951084321,3982.099609,5.515099528843383,39.393568063167024,26041155.4174014
2021-12-23,70.617309606,4108.015625,6.0920372363951225,43.514551688536585,28745200.34991379
2021-12-24,59.910558025,4047.98291,5.09285521528903,36.377537252064506,24202951.320492458
2021-12-25,62.512426193,4093.281006,5.37349946227046,38.382139016217565,25544853.01111821
2021-12-26,49.339739971,4067.328125,4.214299153348934,30.102136809635248,20039128.433083937
2021-12-27,66.570650218,4037.547607,5.6444255591665184,40.317325422617984,26900036.292239964
2021-12-28,85.49593731,3800.893066,6.824179221147744,48.74413729391246,32301696.241588034
2021-12-29,112.085022451,3628.531738,8.540785287675817,61.005609197684414,40986150.81677922
2021-12-30,97.066352934,3713.852051,7.570291552467541,54.073511089053866,35796946.011675365
2021-12-31,83.723453456,3682.632813,6.474777475209621,46.248410537211576,30355176.133894913
2022-01-01,69.44470566,3769.697021,5.497495501065201,39.26782500760858,26322838.74846356
2022-01-02,82.290029449,3829.564941,6.617835247206707,47.27025176576219,31634010.191955227
2022-01-03,93.990004311,3761.380371,7.424175302997616,53.029823592840124,35318629.14307221
2022-01-04,103.951911778,3794.056641,8.282388265745308,59.15991618389505,39570048.4864269
2022-01-05,122.213148901,3550.386963,9.11198338187105,65.08559558479323,43307965.89241563
2022-01-06,120.028029867,3418.408203,8.616400839632918,61.545720283092265,40503637.38339673
2022-01-07,126.325457112,3193.210449,8.471059162119536,60.50756544371096,39994107.37474732
2022-01-08,98.917431421,3091.972656,6.422849856265232,45.877498973323085,30847361.78182985
2022-01-09,127.177782723,3157.751465,8.433512423889104,60.239374456350745,40351135.90116727
2022-01-10,192.567689263,3083.0979,12.467805805866766,89.05575575619119,58943887.70456564
2022-01-11,162.622026991,3238.111572,11.058353616694722,78.988240119248,53128342.66051287
2022-01-12,154.321459023,3372.258301,10.928648245467604,78.06177318191146,51895212.77074298
2022-01-13,149.597846951,3248.288574,10.204676515864616,72.8905465418901,48357115.692610204
2022-01-14,154.720532218,3310.001465,10.754628954450354,76.81877824607395,50916995.88307653
2022-01-15,119.087981911,3330.530762,8.329149929920785,59.49392807086275,39744413.56610498
2022-01-16,111.675252937,3350.921875,7.858516007217776,56.132257194412695,37643831.18480245
2022-01-17,118.711212694,3212.304932,8.00806889443338,57.200492103095584,38063290.432208
2022-01-18,105.693633766,3164.025146,7.022763615162512,50.1625972511608,33394396.394898333
2022-01-19,100.037390726,3095.825928,6.503665307559368,46.45475219685263,30986205.37112526
2022-01-20,107.146483248,3001.120117,6.752748793168902,48.233919951206445,32250788.47387006
2022-01-21,149.018318646,2557.931641,8.004752119417697,57.176800852983554,37645978.87242813
2022-01-22,136.597193961,2405.181152,6.899360922952794,49.28114944966282,33222324.98961064
2022-01-23,107.080944295,2535.039063,5.700541910505792,40.718156503612796,27088233.677021775
2022-01-24,120.582260362,2440.352295,6.179527112024579,44.13947937160414,29307321.464750934
2022-01-25,110.855746407,2455.935059,5.7173447959438555,40.83817711388469,27159958.272000372
2022-01-26,117.116008174,2468.030273,6.069962926153297,43.356878043952115,28704757.570512045
2022-01-27,127.658038972,2423.001221,6.495627270292053,46.39733764494324,30994141.13179246
2022-01-28,122.36072443,2547.092041,6.544944573859592,46.74960409899709,31123294.24360912
2022-01-29,101.092129654,2597.084717,5.513441323601104,39.381723740007885,26193451.075229716
2022-01-30,90.113134738,2603.466553,4.926737177803674,35.19097984145482,23698849.838807214
2022-01-31,101.293246985,2688.278809,5.718394276656151,40.84567340468679,27212999.420249946
2022-02-01,127.454496234,2792.117188,7.473225682079487,53.380183443424905,35785716.667414166
2022-02-02,114.859068528,2682.854004,6.471152349817159,46.22251678440827,30680096.813937552
2022-02-03,99.624937434,2679.162598,5.60513953022652,40.03671093018943,26483845.25616514
2022-02-04,91.951566814,2983.586914,5.7612553208289885,41.151823720207055,27780158.937810775
2022-02-05,68.065084136,3014.648193,4.309037940836693,30.778842434547805,20234062.805362392
2022-02-06,61.2957578,3057.476074,3.935616571135177,28.111546936679833,18939824.69391402
2022-02-07,95.349771032,3142.470703,6.292311102122179,44.945079300872706,29910057.01435149
2022-02-08,78.706261361,3122.608643,5.161145891665587,36.865327797611336,24397426.413119346
2022-02-09,71.485567379,3239.457031,4.8630629010794415,34.73616357913887,23171746.62362513
2022-02-10,72.468182865,3077.482178,4.683410366020732,33.45293118586237,22165183.839103226
2022-02-11,63.898852483,2927.383545,3.9281854353654486,28.058467395467492,18830151.67940626
2022-02-12,52.51295721,2917.362793,3.2171862978119568,22.97990212722826,15322097.66062475
2022-02-13,46.958052949,2883.463379,2.8434383465792736,20.310273904137667,13545245.09708459
2022-02-14,47.126503964,2933.479004,2.9031368081166518,20.736691486547514,13786065.478173682
2022-02-15,52.557970304,3179.877197,3.509685717096148,25.069183693543913,16851701.7068849
2022-02-16,64.826928915,3127.830078,4.258119980618803,30.415142718705738,20066306.248141296
2022-02-17,63.491987713,2881.481934,3.8419713265239492,27.44265233231392,18331099.10628298
2022-02-18,82.748613661,2785.727539,4.840816929679906,34.577263783427895,22867106.45821699
2022-02-19,55.755047887,2763.701172,3.2358961149945786,23.113543678532704,15268273.922129793
2022-02-20,51.361535445,2628.648438,2.8352398183363987,20.251712988117134,13602924.06501452
2022-02-21,78.358344046,2573.816162,4.235279418996177,30.251995849972694,20058770.785430465
2022-02-22,75.016151555,2639.299316,4.157791627249341,29.698511623209576,19783712.775950428
2022-02-23,65.091724755,2590.359619,3.540830482064708,25.291646300462197,16897139.642903127
2022-02-24,66.495293481,2598.067139,3.627943974714088,25.913885533672058,17283012.115143724
2022-02-25,47.650289818,2764.535645,2.7663494186252726,19.759638704466234,13089531.324504225
2022-02-26,37.337349031,2781.111816,2.1806261939328353,15.575901385234538,10378996.218630608
2022-02-27,33.946605024,2621.801758,1.8690266433311513,13.350190309508227,8928491.16189183
2022-02-28,49.854288865,2919.201172,3.0562286681626256,21.830204772590182,14457485.346810395
2022-03-01,51.19781396,2972.485107,3.1958795296481903,22.827710926058504,15260964.343157608
2022-03-02,45.542326497,2950.118408,2.8214603705808625,20.153288361291878,13292184.79520378
2022-03-03,41.498647389,2834.468994,2.4701592156582506,17.64399439755893,11731673.691123629
2022-03-04,37.96786958,2617.156006,2.086724596032756,14.905175685948254,9972324.627185307
2022-03-05,29.481902968,2664.831055,1.6498501023820844,11.78464358844346,7737222.141913363
2022-03-06,27.167598504,2555.037354,1.4576988089200849,10.412134349429179,6892799.697541991
2022-03-07,31.731851876,2497.77124,1.6644370471640697,11.888836051171927,7886290.047348641
2022-03-08,30.295031721,2576.747559,1.6393156297752005,11.709397355537149,7708908.530907638
2022-03-09,33.045140193,2729.783447,1.8943276107555616,13.530911505396867,9069709.351496361
2022-03-10,27.503456519,2608.048584,1.506337367419154,10.759552624422527,7179850.496324991
2022-03-11,24.488158618,2559.562988,1.3162586733010266,9.401847666435906,6136955.085726904
2022-03-12,19.568980045,2574.75415,1.0580915642247497,7.557796887319641,5068221.914648257
2022-03-13,23.157819942,2518.94458,1.224998565577853,8.749989754127522,5704514.125568927
2022-03-14,25.519377018,2590.696045,1.3883719313393266,9.916942366709476,6602313.819781562
2022-03-15,28.540719477,2620.149658,1.570400083911445,11.217143456510321,7402122.255424869
2022-03-16,35.592713075,2772.055664,2.0719646194102928,14.799747281502091,9748610.312897585
2022-03-17,37.825894772,2814.854492,2.235962186070554,15.971158471932528,10560618.569298746
2022-03-18,45.616604742,2945.343018,2.8214875139160234,20.15348224225731,13322958.352491671
2022-03-19,25.05306692,2946.25708,1.5500682915640394,11.071916368314568,7349682.473853318
2022-03-20,20.642628531,2860.459229,1.239995343138671,8.85710959384765,5861950.49982208
2022-03-21,27.812229394,2897.976563,1.6925829679204256,12.089878342288754,7980399.298033686
2022-03-22,36.38878801,2973.131104,2.2719613868572583,16.22829562040899,10777028.725424191
2022-03-23,32.033315467,3031.067139,2.038997727170127,14.56426947978662,9671864.149417723
2022-03-24,40.596537961,3108.062012,2.649707706561301,18.926483618295006,12515445.933074765
2022-03-25,36.813926457,3106.671387,2.4017442113087677,17.155315795062627,11353726.400304245
2022-03-26,27.13751678,3143.178955,1.7912595043109625,12.794710745078305,8439474.517739022
2022-03-27,24.123561723,3291.577637,1.6674961021365358,11.910686443832398,7853946.8682948835
2022-03-28,38.858129744,3336.634521,2.7227629196318732,19.448306568799094,12935933.280507838
2022-03-29,40.214771281,3401.987793,2.873013380921228,20.521524149437344,13632582.87083161
2022-03-30,39.381795599,3385.157959,2.7995855750449867,19.997039821749905,13160889.371789632
2022-03-31,42.078101118,3281.642822,2.899791268442772,20.712794774591227,13686351.563223116
2022-04-01,53.913385364,3449.552246,3.9055178310088445,27.89655593577746,18476138.972095795
2022-04-02,47.537778131,3445.059326,3.4391797836379285,24.56556988312806,16055894.878544465
2022-04-03,43.619417175,3522.833496,3.226942821901842,23.049591585013154,15256126.955102975
2022-04-04,55.422044465,3521.241211,4.098242126328682,29.273158045204866,19082417.895889863
2022-04-05,60.382459824,3411.79248,4.326260869379932,30.9018633527138,20489803.163797442
2022-04-06,51.252114727,3171.691895,3.413674254505957,24.383387532185406,16115633.732851394
2022-04-07,48.943149696,3233.274658,3.323179557490321,23.73699683921658,15704901.727311628
2022-04-08,48.264459892,3192.073975,3.2353382531123747,23.109558950802676,15076454.065408137
2022-04-09,32.111909067,3261.91626,2.1996735248310633,15.71195374879331,10407350.197460864
2022-04-10,27.896698338,3211.866943,1.88161014742397,13.440072481599787,8862598.097577024
2022-04-11,37.940560172,2981.052246,2.3751586344200137,16.965418817285812,11273966.204239005
2022-04-12,41.379162264,3030.376465,2.633283228791076,18.80916591993626,12486147.980127072
2022-04-13,41.795303982,3118.344238,2.7369750523022915,19.549821802159222,12695910.333416574
2022-04-14,40.281868954,3019.909424,2.55459950908087,18.247139350577644,12048760.26534415
2022-04-15,33.543213756,3040.916504,2.142044358464225,15.300316846173033,10109852.462322054
2022-04-16,24.719991349,3062.310303,1.5897059681603851,11.355042629717035,7497436.138790178
2022-04-17,21.77456938,2993.40332,1.368781433746909,9.777010241049352,6481512.672632004
2022-04-18,29.141311531,3057.606689,1.8711560503317872,13.365400359512766,8740729.039525727
2022-04-19,36.822426018,3104.106445,2.4003153283831993,17.14510948845142,11325381.378894834
2022-04-20,45.479410953,3077.74585,2.939455434741846,20.996110248156043,13894359.150438683
2022-04-21,54.395582473,2987.480713,3.4126208237202555,24.375863026573253,15771759.412824878
2022-04-22,42.97291437,2964.835693,2.675560237484581,19.11114455346129,12610197.128750417
2022-04-23,28.587709557,2938.114014,1.7638729516292522,12.599092511637517,8258618.18781749
2022-04-24,26.123394254,2922.732666,1.6033856523922125,11.452754659944375,7518045.210204892
2022-04-25,43.578088086,3009.393555,2.7540159659298444,19.671542613784602,12839306.937784266
2022-04-26,40.083475707,2808.29834,2.363893524077367,16.884953743409763,10993059.954538167
2022-04-27,40.230432068,2888.929688,2.4406806808085615,17.433433434346867,11428806.481965091
2022-04-28,42.330603807,2936.940918,2.610772130492922,18.648372360663732,12188516.594001733
2022-04-29,41.385501437,2815.601807,2.4470269452219844,17.478763894442743,11470133.739772845
2022-04-30,39.14740806,2730.186768,2.2444744452250798,16.031960323036284,10490574.674843382
2022-05-01,61.92106037,2827.756104,3.6770507849758203,26.264648464112998,17249008.929149363
2022-05-02,58.984863249,2857.4104,3.5394231954956785,25.281594253540558,16547702.987898119
2022-05-03,55.099539771,2783.476318,3.2207335457908304,23.005239612791645,14996038.511453765
2022-05-04,43.402733659,2940.644775,2.6802724610561546,19.14480329325825,12339945.778372891
2022-05-05,46.115901939,2749.213135,2.662431310204486,19.017366501460614,12308479.792192072
2022-05-06,36.796164282,2694.979736,2.0824632591528567,14.874737565377547,9638997.659691453
2022-05-07,28.459969371,2636.093018,1.575485657579126,11.253468982708043,7247233.647122538
2022-05-08,22.604467494,2517.459961,1.1950226789732912,8.535876278380652,5559166.657946495
2022-05-09,36.793186734,2245.43042,1.7349473555665451,12.392481111189607,7904779.291846938
2022-05-10,48.722455739,2343.510986,2.39781381607415,17.127241543386784,10903055.04847116
2022-05-11,101.260464933,2072.108643,4.406276376219222,31.473402687280156,20500230.359683957
2022-05-12,150.583965302,1961.701538,6.203416722952513,44.3101194496608,28146882.393455114
2022-05-13,68.759870274,2014.418213,2.9087338350727205,20.776670250519434,13578482.309371665
2022-05-14,32.324865763,2056.273926,1.3958443512280467,9.970316794486049,6395635.678530527
2022-05-15,20.296327501,2145.706787,0.9145493210714795,6.5324951505105675,4222793.875285317
2022-05-16,19.167845352,2022.725952,0.8141972629856725,5.815694735611947,3765564.742125826
2022-05-17,26.235325571,2090.40918,1.1516938736920501,8.226384812086073,5319564.986367521
2022-05-18,22.481418759,1916.656128,0.9048721296420017,6.463372354585726,4156733.989384308
2022-05-19,21.99097796,2018.336182,0.9320889163788836,6.657777974134882,4183444.2266140333
2022-05-20,22.967855129,1961.315674,0.9459914995160488,6.757082139400349,4279914.865681393
2022-05-21,16.584956732,1974.518311,0.6876933158440112,4.9120951131715085,3116755.2962924703
2022-05-22,17.464552019,2043.170166,0.7493440846032932,5.35245774716638,3377002.583990413
2022-05-23,21.61841235,1972.181885,0.895344265601736,6.395316182869542,4086264.6843148805
2022-05-24,22.01368091,1978.982788,0.9148586080496977,6.534704343212127,4087984.50471845
2022-05-25,25.469403598,1944.827881,1.0402057308264745,7.4300409344748175,4714451.915585104
2022-05-26,40.176478938,1803.91333,1.5219726040831714,10.871232886308368,6819707.195377638
2022-05-27,36.454260579,1724.922852,1.3204965296350768,9.432118068821977,6028555.441460993
2022-05-28,16.60173501,1757.941772,0.6128825526968306,4.377732519263075,2775020.50578582
2022-05-29,16.149128106,1812.031006,0.6145171378066991,4.389408127190708,2785174.5044193617
2022-05-30,28.707045871,1996.441284,1.2035505618894689,8.596789727781921,5394780.131493408
2022-05-31,39.27887604,1942.328003,1.6021416780360127,11.443869128828663,7240519.738970976
2022-06-01,46.256965609,1823.569336,1.7714084652805584,12.652917609146844,7966578.448529122
2022-06-02,54.624764079,1834.150513,2.1039908202180384,15.028505858700274,9523786.687540432
2022-06-03,54.867447418,1775.078613,2.045274681693471,14.609104869239081,9228579.21636014
2022-06-04,44.122277818,1801.609497,1.669313409669806,11.923667211927185,7240835.284298924
2022-06-05,39.596142572,1805.204956,1.5010622089985968,10.721872921418548,6554454.536723209
2022-06-06,43.371339719,1859.289673,1.6934375649179398,12.095982606556714,7214795.782031355
2022-06-07,43.561096349,1814.04834,1.6594606249301538,11.853290178072527,7272403.899061321
2022-06-08,61.968319745,1793.572266,2.334037852970296,16.671698949787828,10082961.28334076
2022-06-09,56.511495054,1789.82605,2.124060665414002,15.1718618958143,9085524.622626651
2022-06-10,46.993043517,1665.042236,1.6431534473338107,11.736810338098648,7108525.096352851
2022-06-11,29.316739248,1529.663452,0.9417396357490708,6.726711683921935,4062933.815876528
2022-06-12,27.213971744,1445.216553,0.8259317311833647,5.899512365595462,3539009.0081423316
2022-06-13,68.234273645,1204.582764,1.7260704288833555,12.329074492023967,7387194.726144323
2022-06-14,42.319170975,1211.662842,1.0768079064677005,7.691485046197862,4539542.053367525
2022-06-15,51.618292734,1233.206421,1.3367762108531553,9.548401506093969,5640335.871983332
2022-06-16,35.554345096,1067.730713,0.7972117910316028,5.69436993594002,3406392.7299121073
2022-06-17,29.088473553,1086.519287,0.6637089384392023,4.740778131708588,2859495.201201378
2022-06-18,28.946262135,993.63678,0.6040034847180039,4.314310605128599,2576186.690806323
2022-06-19,20.683323214,1127.656494,0.4897973585351291,3.498552560965208,2053745.9939409702
2022-06-20,21.427927691,1127.642456,0.5074238611778626,3.6244561512704476,2184394.947129374
